#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,Oda Yuya,82,203,180,21,37,5,2,3,55,21,9,5,3,2,47,12,0,6,0,0.206,0.275,0.306,0.581,63,0.100,0.258,23.2%,5.9%,0.26,-0.2,30.5%,29,9,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Okada Takahiro,20,56,50,4,6,0,0,1,9,2,0,0,0,0,19,6,0,0,3,0.120,0.214,0.180,0.394,12,0.060,0.167,33.9%,10.7%,0.32,-0.0,46.4%,31,3,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Oshiro Koji,91,345,302,36,79,18,2,3,110,28,11,10,11,1,56,25,0,6,4,0.262,0.329,0.364,0.693,95,0.102,0.311,16.2%,7.2%,0.45,-1.5,24.3%,26,6,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Ohta Ryo,6,16,13,1,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0.000,0.188,0.000,0.188,-43,0.000,0.000,43.8%,12.5%,0.29,-0.0,56.2%,18,6,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Romero Stefen,81,331,295,47,90,15,0,18,159,63,3,3,0,6,83,25,2,5,3,0.305,0.363,0.539,0.902,151,0.234,0.360,25.1%,7.6%,0.30,-0.6,38.1%,30,DH,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sakakibara Tsubasa,13,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,,100.0%,0.0%,0.00,0.0,100.0%,20,1,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sano Kodai,68,130,121,22,25,5,1,1,35,9,12,3,3,0,43,5,0,1,2,0.207,0.244,0.289,0.533,49,0.082,0.312,33.1%,3.8%,0.12,1.0,37.7%,22,8,S,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Shirasaki Hiroyuki,25,54,49,6,10,0,0,2,16,6,0,0,0,0,14,5,0,0,1,0.204,0.278,0.327,0.605,70,0.123,0.242,25.9%,9.3%,0.36,-0.0,38.9%,28,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sugimoto Yutaro,18,51,51,5,8,1,0,4,21,7,1,0,0,0,22,0,0,0,2,0.157,0.157,0.412,0.569,54,0.255,0.160,43.1%,0.0%,0.00,0.2,51.0%,28,7,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Suzuki Kohei,58,53,44,3,10,1,0,0,11,0,0,0,2,0,12,4,0,3,2,0.227,0.333,0.250,0.583,67,0.023,0.312,22.6%,7.5%,0.33,-0.0,30.2%,28,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Suzuki Kohei,19,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,75.0%,0.0%,0.00,0.0,75.0%,28,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Tajima Daiki,10,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,,100.0%,0.0%,0.00,0.0,100.0%,22,1,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Takajo Shuto,5,12,11,1,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0.182,0.250,0.182,0.432,24,0.000,0.286,33.3%,8.3%,0.25,-0.0,41.7%,26,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Takeda Kengo,6,9,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.125,0.222,0.125,0.347,0,0.000,0.143,11.1%,0.0%,0.00,0.2,11.1%,25,7,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Takeyasu Daichi,10,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,75.0%,0.0%,0.00,0.0,75.0%,24,1,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Tongu Yuma,28,93,91,5,18,5,0,3,32,10,0,0,0,1,22,1,0,0,3,0.198,0.204,0.352,0.556,53,0.154,0.224,23.7%,1.1%,0.05,-0.0,28.0%,22,5,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Wakatsuki Kenya,138,348,298,21,53,9,0,1,65,21,2,0,25,0,73,21,1,4,4,0.178,0.241,0.218,0.459,30,0.040,0.232,21.0%,6.0%,0.29,0.3,27.3%,23,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Yamaashi Tatsuya,28,64,61,3,10,0,1,1,15,8,0,1,0,0,12,2,0,1,1,0.164,0.203,0.246,0.449,26,0.082,0.188,18.8%,3.1%,0.17,-0.3,23.4%,25,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Yamamoto Yoshinobu,20,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,0.0%,0.0%,,0.0,0.0%,20,1,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Yamaoka Taisuke,26,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,40.0%,0.0%,0.00,0.0,40.0%,23,1,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Yamazaki Katsuki,24,8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0.000,0.000,0.000,0.000,-101,0.000,0.000,62.5%,0.0%,0.00,0.0,62.5%,36,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Yoshida Masataka,143,610,521,92,168,24,2,29,283,85,5,1,0,5,64,79,12,5,12,0.322,0.413,0.543,0.956,167,0.221,0.321,10.5%,13.0%,1.23,0.3,28.2%,25,7,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Bolsinger Mike,20,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,31,1,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Dohi Seiya,6,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,100.0%,0.0%,0.00,0.0,100.0%,23,1,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Emura Naoya,23,35,31,3,3,0,0,1,6,4,0,0,2,0,10,2,0,0,2,0.097,0.152,0.194,0.346,-4,0.097,0.100,28.6%,5.7%,0.20,-0.0,37.1%,27,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Fujioka Yudai,81,278,250,36,66,14,1,2,88,21,3,1,10,2,33,16,0,0,4,0.264,0.306,0.352,0.658,88,0.088,0.295,11.9%,5.8%,0.48,0.1,18.3%,25,6,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Fujiwara Kyota,6,19,19,0,2,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0.105,0.105,0.105,0.210,-43,0.000,0.154,31.6%,0.0%,0.00,-0.0,31.6%,19,8,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Fukuura Kazuya,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,0.0%,0.0%,,0.0,0.0%,43,DH,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Futaki Kota,22,6,5,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.000,0.167,0.000,0.167,-51,0.000,0.000,66.7%,16.7%,0.25,-0.0,83.3%,23,1,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Hirasawa Taiga,51,108,91,10,18,3,1,1,26,8,0,2,5,0,28,12,0,0,0,0.198,0.291,0.286,0.577,65,0.088,0.274,25.9%,11.1%,0.43,-0.7,38.0%,21,6,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Hosokawa Toru,31,8,6,0,2,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0.333,0.333,0.333,0.666,91,0.000,0.400,12.5%,0.0%,0.00,-0.0,12.5%,39,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Hosoya Kei,29,20,19,3,3,1,0,0,4,1,0,0,0,0,7,1,0,0,0,0.158,0.200,0.211,0.411,16,0.053,0.250,35.0%,5.0%,0.14,-0.0,40.0%,31,DH,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Inoue Seiya,129,509,429,60,108,16,1,24,198,65,0,0,0,3,98,67,1,9,10,0.252,0.362,0.462,0.824,135,0.210,0.271,19.3%,13.2%,0.68,-0.2,37.1%,29,3,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Ishikawa Ayumu,27,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,100.0%,0.0%,0.00,0.0,100.0%,31,1,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Iwashita Daiki,21,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,66.7%,0.0%,0.00,0.0,66.7%,22,1,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Kakinuma Tomoya,34,73,54,5,9,0,0,1,12,2,0,0,10,0,20,4,0,5,0,0.167,0.286,0.222,0.508,47,0.055,0.242,27.4%,5.5%,0.20,-0.0,34.2%,26,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Kakunaka Katsuya,108,435,368,47,95,17,1,8,138,48,2,2,3,4,63,55,2,5,10,0.258,0.359,0.375,0.734,111,0.117,0.289,14.5%,12.6%,0.87,-0.5,29.0%,32,7,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Katoh Shohei,60,120,109,12,22,3,1,4,39,9,4,2,2,0,32,7,0,2,2,0.202,0.263,0.358,0.621,75,0.156,0.247,26.7%,5.8%,0.22,-0.0,35.8%,28,9,S,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Katsuki Kazuya,26,33,33,3,5,0,0,1,8,3,0,0,0,0,9,0,0,0,0,0.152,0.152,0.242,0.394,9,0.090,0.174,27.3%,0.0%,0.00,-0.0,30.3%,23,3,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Kiyota Ikuhiro,117,377,336,49,85,8,2,10,127,57,1,3,2,2,77,35,1,2,6,0.253,0.325,0.378,0.703,101,0.125,0.299,20.4%,9.3%,0.45,-0.9,32.4%,33,9,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Laird Brandon,139,553,487,59,121,18,0,32,235,89,0,0,0,3,128,55,2,8,18,0.248,0.333,0.483,0.816,131,0.235,0.270,23.1%,9.9%,0.43,-0.2,38.9%,31,5,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Lee Tu-Hsuan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,100.0%,0.0%,0.00,0.0,100.0%,31,,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Martin Leonys,52,228,194,32,45,9,0,14,96,39,3,3,0,1,57,26,1,7,4,0.232,0.342,0.495,0.837,137,0.263,0.250,25.0%,11.4%,0.46,-0.5,42.5%,31,9,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Matsuda Shin,3,6,5,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0.200,0.333,0.200,0.533,56,0.000,0.250,16.7%,16.7%,1.00,-0.3,33.3%,24,6,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Mike Kazuma,25,22,21,3,6,1,1,1,12,5,0,0,0,0,8,1,0,0,0,0.286,0.318,0.571,0.889,150,0.285,0.417,36.4%,4.5%,0.12,-0.0,45.5%,25,7,S,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Miki Ryo,89,145,126,20,27,3,0,2,36,15,5,0,8,1,38,6,0,4,1,0.214,0.270,0.286,0.556,58,0.072,0.287,26.2%,4.1%,0.16,0.8,31.7%,27,6,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Nakamura Shogo,143,586,512,68,119,22,0,17,192,59,12,6,6,3,96,53,2,12,10,0.232,0.317,0.375,0.692,97,0.143,0.254,16.4%,9.0%,0.55,-0.1,28.3%,27,4,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Ogino Takashi,125,569,508,76,160,35,7,10,239,46,28,10,9,4,56,40,1,8,4,0.315,0.371,0.470,0.841,140,0.155,0.336,9.8%,7.0%,0.71,1.3,18.6%,33,8,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Oka Hiromi,95,182,154,36,35,8,1,6,63,16,13,1,3,1,32,18,1,6,5,0.227,0.330,0.409,0.739,110,0.182,0.248,17.6%,9.9%,0.56,1.8,30.8%,27,9,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Sugano Tsuyoshi,28,73,66,7,13,2,0,3,24,7,0,0,0,0,11,6,0,1,0,0.197,0.274,0.364,0.638,81,0.167,0.192,15.1%,8.2%,0.55,-0.0,27.4%,26,7,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Suzuki Daichi,140,614,527,76,152,34,4,15,239,68,3,1,13,2,75,56,0,16,11,0.288,0.373,0.454,0.827,136,0.166,0.312,12.2%,9.1%,0.75,-0.0,23.8%,29,3,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Takahama Takuya,8,7,7,0,2,2,0,0,4,3,0,0,0,0,3,0,0,0,0,0.286,0.286,0.571,0.857,139,0.285,0.500,42.9%,0.0%,0.00,0.0,42.9%,29,UTL,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Tamura Tatsuhiro,100,321,284,30,69,12,1,3,92,31,1,2,12,3,59,22,0,0,8,0.243,0.294,0.324,0.618,76,0.081,0.293,18.4%,6.9%,0.37,-0.6,26.2%,25,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Taneichi Atsuki,26,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,100.0%,0.0%,0.00,0.0,100.0%,20,1,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Vargas Kennys,35,102,84,4,15,5,0,1,23,6,0,0,0,0,36,16,1,2,2,0.179,0.324,0.274,0.598,73,0.095,0.298,35.3%,15.7%,0.44,-0.0,52.0%,28,DH,S,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Wakui Hideaki,18,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,100.0%,0.0%,0.00,0.0,100.0%,33,1,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Yoshida Yuta,32,56,47,2,11,1,0,2,18,7,0,1,4,0,13,5,0,0,2,0.234,0.308,0.383,0.691,96,0.149,0.281,23.2%,8.9%,0.38,-0.3,35.7%,27,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Akashi Kenji,99,315,282,31,70,12,3,5,103,21,6,2,5,1,66,26,1,1,6,0.248,0.313,0.365,0.678,90,0.117,0.307,21.0%,8.3%,0.39,0.3,30.8%,33,4,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Colas Oscar,7,21,18,2,5,0,0,1,8,2,0,0,0,0,6,1,0,2,0,0.278,0.381,0.444,0.825,132,0.166,0.364,28.6%,4.8%,0.17,-0.0,38.1%,20,9,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Despaigne Alfredo,130,519,448,61,116,9,0,36,233,88,0,1,0,3,119,63,1,5,6,0.259,0.355,0.520,0.875,143,0.261,0.270,22.9%,12.1%,0.53,-0.5,42.0%,33,DH,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Egawa Tomoaki,11,17,15,1,5,0,0,0,5,0,0,0,0,0,3,1,0,1,0,0.333,0.412,0.333,0.745,113,0.000,0.417,17.6%,5.9%,0.33,-0.0,23.5%,32,7,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Fukuda Shuhei,80,183,166,27,43,8,0,9,78,26,9,3,4,2,48,11,1,0,1,0.259,0.302,0.470,0.772,114,0.211,0.306,26.2%,6.0%,0.23,0.5,37.2%,30,4,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Gracial Yurisbel,103,410,373,61,119,17,1,28,222,68,4,3,4,4,84,22,1,7,10,0.319,0.365,0.595,0.960,166,0.276,0.343,20.5%,5.4%,0.26,-0.4,32.7%,33,7,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Hasegawa Yuya,25,54,43,6,13,4,0,3,26,9,1,0,0,2,4,7,1,2,1,0.302,0.407,0.605,1.012,182,0.303,0.263,7.4%,13.0%,1.75,0.2,25.9%,34,7,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Imamiya Kenta,106,426,383,44,98,15,0,14,155,41,4,5,7,1,67,32,2,3,3,0.256,0.317,0.405,0.722,102,0.149,0.277,15.7%,7.5%,0.48,-1.1,26.5%,27,6,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kai Takuya,137,454,377,42,98,15,0,11,146,43,9,4,23,3,114,50,0,1,9,0.260,0.346,0.387,0.733,106,0.127,0.341,25.1%,11.0%,0.44,0.1,38.5%,26,2,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kamamoto Go,86,189,173,18,38,2,1,4,54,11,11,1,4,0,56,12,0,0,2,0.220,0.270,0.312,0.582,63,0.092,0.301,29.6%,6.3%,0.21,1.5,38.1%,25,8,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kawase Hikaru,29,37,34,1,6,0,0,0,6,1,1,1,2,0,5,1,0,0,1,0.176,0.200,0.176,0.376,7,0.000,0.207,13.5%,2.7%,0.20,-0.2,16.2%,21,4,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kawashima Keizo,47,88,66,14,24,5,1,1,34,8,4,1,2,2,9,17,0,1,3,0.364,0.488,0.515,1.003,184,0.151,0.397,10.2%,19.3%,1.89,0.3,30.7%,35,4,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kuki Ryuhei,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.333,0.000,0.333,3,0.000,0.000,33.3%,0.0%,0.00,-0.0,33.3%,20,2,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kurihara Ryoya,32,45,39,4,9,0,1,1,14,7,0,0,0,1,10,3,0,2,1,0.231,0.311,0.359,0.670,88,0.128,0.276,22.2%,6.7%,0.30,-0.0,31.1%,22,7,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Makihara Taisei,114,436,409,37,99,14,2,3,126,27,10,13,12,1,85,10,0,4,2,0.242,0.267,0.308,0.575,61,0.066,0.298,19.5%,2.3%,0.12,-2.7,22.5%,26,4,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Masago Yusuke,12,23,21,4,3,0,0,0,3,1,2,0,1,0,11,1,0,0,0,0.143,0.182,0.143,0.325,-8,0.000,0.300,47.8%,4.3%,0.09,0.3,52.2%,25,8,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Masuda Shu,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,25.0%,0.0%,0.00,0.0,25.0%,20,4,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Matsuda Nobuhiro,143,576,534,64,139,25,2,30,258,76,5,3,2,4,115,33,4,3,14,0.260,0.305,0.483,0.788,118,0.223,0.277,20.0%,5.7%,0.29,-0.3,30.9%,36,5,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Matsumoto Yuki,7,3,2,0,1,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0.500,0.500,1.000,1.500,312,0.500,1.000,33.3%,0.0%,0.00,0.0,33.3%,23,1,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Mima Yuki,15,22,22,4,2,1,0,1,6,1,0,0,0,0,5,0,0,0,0,0.091,0.091,0.273,0.364,-2,0.182,0.062,22.7%,0.0%,0.00,0.0,27.3%,25,UTL,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Mimori Masaki,24,51,48,7,10,2,2,0,16,1,3,2,0,0,17,2,0,1,0,0.208,0.255,0.333,0.588,64,0.125,0.323,33.3%,3.9%,0.12,-0.2,37.3%,20,4,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nakamura Akira,44,159,139,10,34,3,1,3,48,11,0,0,3,1,13,15,0,1,0,0.245,0.321,0.345,0.666,88,0.100,0.250,8.2%,9.4%,1.15,-0.1,19.5%,29,9,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nishida Tetsuro,7,8,8,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.125,0.125,0.250,0.375,2,0.125,0.125,0.0%,0.0%,,0.0,0.0%,27,6,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nomura Daiju,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,1.000,183,0.000,0.500,0.0%,0.0%,,-0.0,0.0%,18,5,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Otake Kotaro,17,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.000,0.000,0.000,0.000,-101,0.000,0.000,66.7%,0.0%,0.00,0.0,66.7%,24,1,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Senga Kodai,26,6,6,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0.333,0.333,0.500,0.833,131,0.167,0.500,33.3%,0.0%,0.00,-0.0,33.3%,26,1,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Shuto Ukyo,102,114,102,39,20,3,2,1,30,6,25,5,10,0,27,2,0,0,1,0.196,0.212,0.294,0.506,41,0.098,0.257,23.7%,1.8%,0.07,2.6,26.3%,23,9,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Suarez Robert,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,,100.0%,0.0%,0.00,0.0,100.0%,28,1,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Takahashi Rei,23,4,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.250,0.250,0.250,0.500,41,0.000,0.500,50.0%,0.0%,0.00,-0.0,50.0%,23,1,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Takata Tomoki,93,125,115,6,18,1,0,0,19,10,2,0,6,0,36,3,0,1,1,0.157,0.185,0.165,0.350,-1,0.008,0.228,28.8%,2.4%,0.08,0.3,31.2%,29,6,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Takaya Hiroaki,55,42,30,2,5,0,0,1,8,1,0,0,7,0,15,5,0,0,0,0.167,0.286,0.267,0.553,57,0.100,0.286,35.7%,11.9%,0.33,-0.0,50.0%,37,2,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Takeda Shota,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,0.0%,0.0%,,0.0,0.0%,26,1,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Tsukada Masayoshi,18,24,18,1,4,0,0,1,7,3,0,0,0,0,6,5,2,1,1,0.222,0.417,0.389,0.806,129,0.167,0.273,25.0%,20.8%,0.83,-0.0,50.0%,29,9,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Uchikawa Seiichi,137,535,500,49,128,21,0,12,185,41,3,0,1,4,49,28,4,2,16,0.256,0.296,0.370,0.666,86,0.114,0.262,9.2%,5.2%,0.57,0.4,16.6%,36,3,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Uebayashi Seiji,99,286,258,28,50,6,2,11,93,31,10,4,6,1,75,18,2,3,2,0.194,0.254,0.360,0.614,71,0.166,0.225,26.2%,6.3%,0.24,0.3,36.4%,23,9,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Wada Tsuyoshi,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.000,0.500,0.000,0.500,55,0.000,,50.0%,50.0%,1.00,-0.0,100.0%,38,1,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Yanagita Yuki,38,157,128,17,37,6,1,7,66,23,4,1,0,0,28,28,2,1,4,0.289,0.420,0.516,0.936,163,0.227,0.323,17.8%,17.8%,1.00,0.3,40.1%,30,8,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
