pitId,pitcher_team_name_short,pitcher_name,Throws,IP,PA,Count,qualified,FB Velo,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,Whiff%,SwStr%,CSW%,Ball%,Strike%,F-Str%,PAR%,PLUS%,Behind%,Zone%,Glove%,Arm%,High%,Low%,MM%,Sec%,BIP,Pull AIR%,HR%,HR/FB,Usage,Avg Velo,Max Velo,YpERA Grade,null,GB%,FB%,LD%,IFFB%,OFFB%,AIR%,Pull%,Cent%,Oppo%,FB Velo_pctl,K%_pctl,BB%_pctl,Swing%_pctl,Z-Swing%_pctl,Chase%_pctl,Contact%_pctl,Z-Con%_pctl,O-Con%_pctl,Whiff%_pctl,SwStr%_pctl,CSW%_pctl,Ball%_pctl,Strike%_pctl,F-Str%_pctl,PAR%_pctl,PLUS%_pctl,Behind%_pctl,Zone%_pctl,Glove%_pctl,Arm%_pctl,High%_pctl,Low%_pctl,MM%_pctl,Sec%_pctl,BIP_pctl,GB%_pctl,FB%_pctl,LD%_pctl,IFFB%_pctl,OFFB%_pctl,AIR%_pctl,Pull%_pctl,Cent%_pctl,Oppo%_pctl,Pull AIR%_pctl,HR%_pctl,HR/FB_pctl,Usage_pctl,Avg Velo_pctl,Max Velo_pctl,YpERA Grade_pctl
1400117,SoftBank,Arihara Kohei,R,180.3333333,720,2675,True,91.5,0.1902777778,0.05138888889,0.4841121495,0.641958042,0.302811245,0.7930501931,0.885620915,0.5676392573,0.2069498069,0.1001869159,0.2874766355,0.3214953271,0.6785046729,0.6685236769,0.1788511749,0.6186915888,0.09682242991,0.5345794393,0.5147663551,0.4852336449,0.3641121495,0.6358878505,0.04934579439,0.4762616822,535,0.1641791045,0.01666666667,0.05797101449,1,85.40013743,96.3,,0,0.5065420561,0.3869158879,0.1065420561,0.09906542056,0.2878504673,0.4934579439,0.3719626168,0.4672897196,0.1607476636,0.5867052023,0.5346820809,0.7283236994,0.8005780347,0.4479768786,0.8352601156,0.5202312139,0.4537572254,0.5317919075,0.5202312139,0.5809248555,0.6271676301,0.8323699422,0.8323699422,0.8988439306,0.661849711,0.8554913295,0.7658959538,0.6907514451,0.5173410405,0.4855491329,0.7398843931,0.2630057803,0.7225433526,0.2052023121,0.01011560694,0.6531791908,0.7283236994,0.2919075145,0.549132948,0.7601156069,0.6531791908,0.3034682081,0.2630057803,0.8815028902,0.2947976879,0.3930635838,0.3656069364,0.5014450867,0.6791907514,0.186416185,
1700058,DeNA,Azuma Katsuki,L,178.6666667,735,2664,True,88.9,0.1904761905,0.03401360544,0.5009387908,0.6349631614,0.3296327925,0.8035982009,0.8902953586,0.5906735751,0.1964017991,0.09838527976,0.2977844536,0.2906496433,0.7093503567,0.7175989086,0.172029703,0.6413819001,0.07582582583,0.5606458881,0.5262762763,0.4737237237,0.3937687688,0.6062312312,0.06569069069,0.4352234322,554,0.1505376344,0.01496598639,0.04365079365,1,82.97973621,92.6,,0,0.4620938628,0.4548736462,0.08303249097,0.08844765343,0.3664259928,0.5379061372,0.3592057762,0.4259927798,0.214801444,0.2066473988,0.5419075145,0.8901734104,0.8988439306,0.5086705202,0.9335260116,0.4306358382,0.3930635838,0.4219653179,0.4306358382,0.5578034682,0.774566474,0.9682080925,0.9682080925,0.9768786127,0.6242774566,0.950867052,0.9393063584,0.8988439306,0.4537572254,0.549132948,0.612716763,0.3901734104,0.2919075145,0.3439306358,0.00289017341,0.4277456647,0.387283237,0.563583815,0.4682080925,0.2919075145,0.4277456647,0.3670520231,0.5346820809,0.5578034682,0.3757225434,0.4537572254,0.5173410405,0.5014450867,0.8670520231,0.686416185,
1800028,Yomiuri,Togo Shosei,R,176.3333333,700,2828,True,91.1,0.2228571429,0.05857142857,0.4809052334,0.6444291609,0.307860262,0.7617647059,0.8601921025,0.5437352246,0.2382352941,0.1145685997,0.2920792079,0.3341584158,0.6658415842,0.6642754663,0.1624472574,0.6156294201,0.08840169731,0.5141442716,0.4908062235,0.5091937765,0.3504243281,0.6495756719,0.04702970297,0.5127298444,483,0.1572580645,0.01714285714,0.05405405405,1,86.32512582,94.5,,0,0.4616977226,0.4596273292,0.07867494824,0.1221532091,0.3374741201,0.5383022774,0.3602484472,0.4099378882,0.2298136646,0.5158959538,0.7630057803,0.6502890173,0.7485549133,0.4277456647,0.8641618497,0.7225433526,0.676300578,0.612716763,0.7225433526,0.7543352601,0.6907514451,0.6965317919,0.6965317919,0.8699421965,0.5520231214,0.8294797688,0.8670520231,0.4682080925,0.6676300578,0.3352601156,0.7919075145,0.210982659,0.7832369942,0.1242774566,0.03612716763,0.4248554913,0.3670520231,0.612716763,0.7398843931,0.4913294798,0.4248554913,0.3583815029,0.6531791908,0.436416185,0.3439306358,0.3901734104,0.4031791908,0.5014450867,0.5578034682,0.4291907514,
1751148,Seibu,Sumida Chihiro,L,174.6666667,724,2638,True,90.9,0.2113259669,0.04696132597,0.4605761941,0.5991348234,0.3069544365,0.7432098765,0.8604091456,0.4895833333,0.2567901235,0.1182714177,0.3233510235,0.3271417741,0.6728582259,0.640776699,0.1997371879,0.6076573161,0.09855951478,0.5257771039,0.626990144,0.373009856,0.3176648976,0.6823351024,0.04738438211,0.5993176649,522,0.1463878327,0.01519337017,0.05418719212,1,82.42302632,96.3,,0,0.4961685824,0.3888888889,0.1149425287,0.0785440613,0.3103448276,0.5038314176,0.408045977,0.4348659004,0.1570881226,0.4624277457,0.7080924855,0.7861271676,0.5462427746,0.7832369942,0.8583815029,0.8179190751,0.6734104046,0.7861271676,0.8179190751,0.7861271676,0.9277456647,0.789017341,0.789017341,0.7572254335,0.8005780347,0.7658959538,0.7398843931,0.6040462428,0.07225433526,0.9306358382,0.9075144509,0.09537572254,0.774566474,0.01445086705,0.01445086705,0.5838150289,0.710982659,0.2312138728,0.3641618497,0.6416184971,0.5838150289,0.1589595376,0.4710982659,0.8901734104,0.3959537572,0.4393063584,0.3930635838,0.5014450867,0.901734104,0.186416185,
2000079,Nipponham,Itoh Hiromi,R,174.6666667,710,2669,True,92.0,0.2253521127,0.05492957746,0.4825777445,0.6320375335,0.2931180969,0.7880434783,0.8716861082,0.5594202899,0.2119565217,0.1022855002,0.3023604346,0.3113525665,0.6886474335,0.6854724965,0.1822323462,0.6298239041,0.07718246534,0.5590108655,0.5286624204,0.4713375796,0.4038965905,0.5961034095,0.05919820157,0.4529786437,507,0.1400394477,0.01971830986,0.05957446809,1,87.58453267,95.1,,0,0.4556213018,0.4635108481,0.0808678501,0.1124260355,0.3510848126,0.5443786982,0.315581854,0.4536489152,0.2307692308,0.6661849711,0.774566474,0.6791907514,0.7658959538,0.5346820809,0.7572254335,0.549132948,0.5780346821,0.563583815,0.549132948,0.612716763,0.8092485549,0.8988439306,0.8988439306,0.9393063584,0.6907514451,0.9248554913,0.9306358382,0.8843930636,0.4277456647,0.5751445087,0.5433526012,0.4595375723,0.4768786127,0.2687861272,0.01734104046,0.3959537572,0.3554913295,0.5895953757,0.6502890173,0.4046242775,0.3959537572,0.6820809249,0.3439306358,0.4320809249,0.4624277457,0.3150289017,0.3554913295,0.5014450867,0.3786127168,0.3352601156,
1600127,Seibu,Imai Tatsuya,R,170.0,714,2804,True,94.9,0.2619047619,0.09523809524,0.4548697824,0.6466763006,0.2676056338,0.6980392157,0.8324022346,0.3815789474,0.3019607843,0.1373528362,0.304673564,0.3681769533,0.6318230467,0.5898876404,0.2206405694,0.5811630396,0.122681883,0.4937566893,0.5153352354,0.4846647646,0.4083452211,0.5916547789,0.05171184023,0.5372814841,447,0.1469933185,0.01120448179,0.04166666667,1,90.28900236,98.8,,0,0.4608501119,0.4295302013,0.1096196868,0.08053691275,0.3489932886,0.5391498881,0.3422818792,0.4451901566,0.2125279642,0.9465317919,0.9075144509,0.3005780347,0.4913294798,0.4132947977,0.5592485549,0.9277456647,0.838150289,0.9421965318,0.9277456647,0.9219653179,0.8352601156,0.3294797688,0.3294797688,0.4161849711,0.8988439306,0.436416185,0.3757225434,0.2774566474,0.5086705202,0.4942196532,0.5144508671,0.4884393064,0.6531791908,0.0838150289,0.05780346821,0.4190751445,0.5028901734,0.2601156069,0.3757225434,0.4190751445,0.4190751445,0.4797687861,0.3988439306,0.5867052023,0.3901734104,0.5693641618,0.5404624277,0.5014450867,0.1069364162,0.04479768786,
2000121,Rakuten,Hayakawa Takahisa,L,168.6666667,692,2681,True,89.6,0.2312138728,0.04913294798,0.4962686567,0.6644021739,0.2911497105,0.7488721805,0.8374233129,0.5028409091,0.2511278195,0.1246268657,0.3063432836,0.3179104478,0.6820895522,0.6454413893,0.1930036188,0.6212686567,0.09772472958,0.5492537313,0.5594927266,0.4405072734,0.4375233122,0.5624766878,0.05967922417,0.4190298507,492,0.1608961303,0.01445086705,0.04464285714,1,84.70594019,92.6,,0,0.4349593496,0.4552845528,0.1097560976,0.09146341463,0.3638211382,0.5650406504,0.4024390244,0.3983739837,0.1991869919,0.2789017341,0.8063583815,0.7543352601,0.8699421965,0.2919075145,0.7398843931,0.7919075145,0.8092485549,0.7427745665,0.7919075145,0.8583815029,0.8526011561,0.8670520231,0.8670520231,0.789017341,0.7601156069,0.8670520231,0.7514450867,0.8323699422,0.274566474,0.7283236994,0.3843930636,0.6184971098,0.4624277457,0.4161849711,0.02312138728,0.3034682081,0.3843930636,0.2557803468,0.4942196532,0.2976878613,0.3034682081,0.1820809249,0.7716763006,0.6994219653,0.3179190751,0.4624277457,0.5043352601,0.5014450867,0.7427745665,0.686416185,
1600115,Hanshin,Saiki Hiroto,R,164.3333333,669,2692,True,92.3,0.2047832586,0.05381165919,0.4515050167,0.6215450035,0.2638563622,0.8024691358,0.8665906499,0.6360946746,0.1975308642,0.08918617614,0.2831661093,0.3485693051,0.6514306949,0.616191904,0.1623222749,0.5971757711,0.1043833581,0.5243403939,0.5156017831,0.4843982169,0.5018573551,0.4981426449,0.05497771174,0.4964697139,488,0.1275303644,0.005979073244,0.01746724891,1,86.76009174,96.3,,0,0.4549180328,0.4692622951,0.07581967213,0.118852459,0.3504098361,0.5450819672,0.3217213115,0.4795081967,0.1987704918,0.725433526,0.6647398844,0.6994219653,0.4277456647,0.6358381503,0.5317919075,0.4436416185,0.6271676301,0.274566474,0.4436416185,0.4537572254,0.563583815,0.5260115607,0.5260115607,0.563583815,0.549132948,0.6213872832,0.6416184971,0.5895953757,0.5028901734,0.5,0.1329479769,0.8699421965,0.5664739884,0.1531791908,0.0289017341,0.3901734104,0.3265895954,0.6531791908,0.7167630058,0.4104046243,0.3901734104,0.6271676301,0.2196531792,0.7052023121,0.5722543353,0.6936416185,0.7456647399,0.5014450867,0.4855491329,0.186416185,
1500110,Nipponham,Katoh Takayuki,L,163.6666667,674,2383,True,85.6,0.1513353116,0.02522255193,0.4842635334,0.6193595342,0.3002973241,0.8327556326,0.9036427732,0.6336633663,0.1672443674,0.0809903483,0.2950062946,0.2958455728,0.7041544272,0.6929955291,0.1476121563,0.62736047,0.07637431809,0.5765841376,0.5090222409,0.4909777591,0.3596307176,0.6403692824,0.05371380613,0.3932018464,547,0.1690909091,0.02225519288,0.0612244898,1,80.4334258,88.3,,0,0.4332723949,0.4478976234,0.1188299817,0.1060329068,0.3418647166,0.5667276051,0.365630713,0.4405850091,0.1937842779,0.03034682081,0.3294797688,0.9219653179,0.8063583815,0.6676300578,0.8150289017,0.2052023121,0.2312138728,0.2861271676,0.2052023121,0.3034682081,0.7196531792,0.9566473988,0.9566473988,0.950867052,0.4147398844,0.9075144509,0.936416185,0.9595375723,0.5549132948,0.4479768786,0.7572254335,0.2456647399,0.6098265896,0.4855491329,0.005780346821,0.2947976879,0.4219653179,0.2080924855,0.6011560694,0.4624277457,0.2947976879,0.3439306358,0.436416185,0.7341040462,0.2572254335,0.2369942197,0.338150289,0.5014450867,0.9710982659,0.9768786127,
1600123,Hiroshima,Tokoda Hiroki,L,161.3333333,692,2592,True,88.8,0.137283237,0.06213872832,0.4569664222,0.6177715092,0.262350937,0.8234797297,0.8926940639,0.6266233766,0.1765202703,0.08066383636,0.283674257,0.3292165187,0.6707834813,0.6308139535,0.129476584,0.6013122347,0.09567901235,0.5472790428,0.5258487654,0.4741512346,0.3919753086,0.6080246914,0.05054012346,0.2087996912,535,0.1104972376,0.01300578035,0.04186046512,1,83.65608622,93.8,,0,0.5214953271,0.4018691589,0.07663551402,0.08971962617,0.3121495327,0.4785046729,0.3252336449,0.4598130841,0.214953271,0.1950867052,0.2485549133,0.6069364162,0.5086705202,0.6734104046,0.5115606936,0.2601156069,0.3757225434,0.3092485549,0.2601156069,0.3005780347,0.5722543353,0.7716763006,0.7716763006,0.676300578,0.2485549133,0.6878612717,0.7774566474,0.8063583815,0.4595375723,0.5433526012,0.6300578035,0.3728323699,0.6994219653,0.9046242775,0.01011560694,0.725433526,0.6502890173,0.6416184971,0.4855491329,0.6329479769,0.725433526,0.6156069364,0.3150289017,0.5549132948,0.7341040462,0.4971098266,0.5375722543,0.5014450867,0.8439306358,0.5202312139,
